epoch,accuracy,loss,val_accuracy,val_loss
0,0.4494599997997284,1.5181909799575806,0.6133000254631042,1.104076623916626
1,0.6373199820518494,1.0238100290298462,0.7019000053405762,0.842506468296051
2,0.7143200039863586,0.8140618801116943,0.7236999869346619,0.8025255799293518
3,0.7612400054931641,0.6793591976165771,0.7430999875068665,0.7495312690734863
4,0.7947999835014343,0.5801370143890381,0.765999972820282,0.6848925352096558
5,0.8227999806404114,0.49924808740615845,0.7890999913215637,0.6271687746047974
6,0.848039984703064,0.4289756119251251,0.7860000133514404,0.6278287768363953
7,0.8723400235176086,0.3619803786277771,0.7896000146865845,0.6649443507194519
8,0.8869799971580505,0.31450358033180237,0.7965999841690063,0.6862191557884216
